#{"t_start": 1511377188.7684708, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
6.0,305,1367.991938
7.0,394,1373.646519
7.0,430,1380.624446
21.0,708,1391.407269
7.0,394,1397.536838
5.0,325,1402.20839
13.0,441,1409.776163
13.0,485,1417.606467
9.0,451,1424.416438
17.0,618,1434.481412
18.0,610,1442.934024
11.0,540,1451.019028
16.0,618,1461.22831
18.0,638,1471.159765
9.0,440,1477.60576
13.0,557,1487.115174
22.0,656,1497.293033
18.0,673,1507.477147
26.0,682,1518.00926
16.0,609,1527.851268
24.0,709,1538.442583
14.0,658,1548.523028
11.0,380,1554.596353
19.0,792,1567.168347
21.0,403,1573.374459
20.0,666,1583.658427
11.0,547,1592.156641
8.0,470,1599.891437
18.0,598,1609.204647
9.0,491,1617.065609
19.0,869,1630.650827
6.0,337,1635.492254
21.0,654,1645.477247
10.0,493,1653.349874
18.0,699,1663.992752
50.0,1221,1683.966126
18.0,681,1694.749873
21.0,640,1704.456972
18.0,571,1713.388437
13.0,522,1721.431038
36.0,1012,1736.945465
15.0,394,1743.123739
18.0,780,1755.644083
12.0,548,1763.976232
18.0,428,1770.287916
22.0,680,1781.600682
12.0,604,1790.811282
13.0,437,1798.202754
26.0,605,1806.975693
25.0,556,1815.187299
44.0,942,1830.926977
14.0,674,1841.142189
23.0,762,1853.011943
8.0,428,1859.519891
51.0,1052,1875.907588
12.0,340,1881.073334
25.0,880,1894.631224
5.0,293,1899.68315
8.0,393,1904.843099
14.0,557,1914.035227
5.0,338,1918.697559
17.0,673,1929.362436
20.0,710,1940.654173
29.0,891,1954.830739
12.0,530,1962.952127
30.0,1045,1979.175127
19.0,593,1988.02679
14.0,547,1996.291865
17.0,570,2005.640614
27.0,874,2019.531512
25.0,646,2028.723115
20.0,806,2041.776561
13.0,527,2050.016185
10.0,518,2058.618418
14.0,389,2064.71724
14.0,495,2071.584443
23.0,742,2083.383167
17.0,517,2091.724341
19.0,745,2103.498291
27.0,797,2115.498568
14.0,624,2124.73565
32.0,649,2134.576365
32.0,658,2144.418024
43.0,1050,2161.178634
31.0,653,2171.07557
25.0,874,2183.84666
18.0,429,2190.883049
28.0,804,2203.223763
20.0,455,2209.899238
27.0,871,2223.256523
9.0,499,2230.628438
9.0,333,2235.449152
37.0,859,2249.205724
24.0,597,2257.958362
16.0,753,2269.687473
19.0,549,2278.08985
28.0,751,2289.463665
33.0,903,2303.236565
17.0,674,2313.461952
42.0,1195,2332.326458
21.0,723,2343.681279
20.0,578,2352.467764
23.0,896,2366.698178
22.0,663,2376.978464
7.0,393,2383.16083
30.0,709,2394.571156
36.0,512,2402.146269
28.0,923,2416.93353
18.0,745,2428.211202
21.0,709,2439.511442
11.0,420,2445.43067
6.0,379,2451.435516
29.0,895,2465.485328
44.0,1266,2484.249766
27.0,497,2492.459172
14.0,601,2502.20811
30.0,889,2515.954652
46.0,1113,2532.704039
19.0,662,2542.785271
38.0,966,2558.858665
3.0,230,2561.671972
33.0,759,2573.430176
25.0,765,2585.646039
19.0,686,2595.905762
25.0,629,2605.765019
24.0,884,2619.992662
27.0,813,2632.740231
29.0,668,2642.966784
26.0,743,2654.990906
25.0,735,2666.843785
34.0,846,2679.711387
29.0,895,2693.811891
2.0,224,2697.546363
243.0,987,2712.253138
20.0,622,2722.206144
20.0,786,2734.691981
43.0,1075,2750.877585
31.0,621,2761.026942
21.0,586,2770.369596
28.0,856,2783.02617
41.0,1257,2803.167604
44.0,990,2818.291349
17.0,615,2828.119891
6.0,361,2834.117376
15.0,552,2842.519238
21.0,627,2852.337028
26.0,745,2864.30716
21.0,770,2875.831304
18.0,737,2887.182483
18.0,687,2897.820476
29.0,571,2906.948779
23.0,706,2917.654684
33.0,1057,2934.210999
27.0,588,2943.734794
28.0,668,2954.015281
34.0,710,2964.699928
36.0,900,2978.931338
19.0,670,2989.150197
26.0,845,3002.898877
29.0,1012,3019.090674
18.0,781,3031.11068
56.0,1304,3052.223517
18.0,679,3062.343337
15.0,551,3070.939735
24.0,742,3082.701746
25.0,634,3092.458488
25.0,643,3102.483485
39.0,900,3115.734947
16.0,711,3126.956158
30.0,882,3141.13371
38.0,1149,3159.05268
26.0,898,3172.459905
16.0,429,3179.663859
24.0,696,3190.262658
18.0,615,3199.993767
28.0,590,3208.975428
43.0,1044,3225.044795
34.0,980,3241.058995
13.0,582,3249.560986
40.0,1145,3268.257975
26.0,764,3280.867946
43.0,948,3296.47468
35.0,800,3309.340544
20.0,785,3322.287018
18.0,533,3331.225945
29.0,688,3343.05541
223.0,858,3357.390947
29.0,755,3369.983073
10.0,514,3378.334105
28.0,775,3391.140653
12.0,547,3399.792066
39.0,1092,3418.338134
18.0,760,3429.802328
35.0,1029,3445.791209
36.0,1085,3463.523729
54.0,1141,3480.891996
62.0,1021,3496.859704
35.0,835,3510.102692
25.0,764,3522.105013
32.0,780,3534.18169
30.0,741,3545.212094
28.0,633,3554.801882
29.0,973,3570.204386
30.0,694,3581.00405
35.0,782,3593.060889
21.0,663,3603.460579
30.0,1059,3620.087773
35.0,864,3633.809118
47.0,1143,3651.585185
33.0,1105,3668.565757
14.0,602,3678.277136
15.0,701,3688.857336
28.0,927,3703.100946
41.0,1205,3722.289497
11.0,498,3729.269689
25.0,921,3743.256725
13.0,513,3751.521528
13.0,561,3761.66013
44.0,972,3777.06699
14.0,387,3783.3932
50.0,1106,3802.11204
51.0,999,3818.052154
22.0,680,3828.598274
26.0,652,3839.024119
29.0,587,3848.677909
39.0,1034,3865.927407
33.0,984,3881.553141
34.0,1010,3898.811599
23.0,587,3908.877198
40.0,1094,3926.73746
20.0,679,3938.035584
27.0,906,3953.214167
241.0,1017,3970.459725
32.0,852,3985.035892
46.0,1301,4006.973083
43.0,1045,4024.2834
30.0,835,4037.670241
38.0,904,4053.066856
33.0,1031,4070.124146
31.0,891,4085.356405
31.0,1008,4102.26358
32.0,1117,4120.370394
16.0,544,4129.394232
53.0,1111,4148.533244
23.0,795,4161.693724
40.0,1042,4178.974763
16.0,662,4189.878411
35.0,653,4200.568899
29.0,984,4217.401649
5.0,354,4222.642693
2.0,204,4226.200539
23.0,749,4238.879348
36.0,913,4254.093552
18.0,539,4263.0391
30.0,875,4277.736401
47.0,1127,4295.844569
27.0,440,4303.250221
22.0,739,4314.42133
248.0,1361,4336.255577
38.0,1045,4352.864328
5.0,313,4357.143874
29.0,773,4369.229795
45.0,1190,4388.226824
40.0,943,4403.770407
22.0,519,4411.386901
24.0,616,4421.414226
36.0,945,4436.904358
14.0,621,4447.044031
40.0,873,4461.637743
20.0,653,4472.358772
22.0,643,4483.040796
13.0,431,4489.466013
17.0,496,4497.230515
11.0,526,4505.519286
45.0,1162,4524.404119
40.0,972,4539.696347
16.0,638,4549.424728
38.0,1126,4567.214356
41.0,953,4581.180476
42.0,1050,4596.794561
21.0,717,4608.457172
22.0,809,4620.33894
49.0,1232,4638.615763
45.0,1215,4657.62047
50.0,1185,4675.426376
27.0,742,4687.036488
37.0,1017,4702.926426
38.0,1048,4718.994259
12.0,506,4725.994304
25.0,620,4735.564955
49.0,1075,4752.029299
25.0,881,4765.432981
37.0,1028,4781.432195
28.0,749,4792.973381
42.0,1255,4812.304453
54.0,1196,4830.699775
25.0,905,4844.963209
27.0,724,4855.61582
20.0,706,4867.314308
30.0,979,4882.344886
38.0,1122,4900.768654
28.0,968,4915.546334
44.0,1253,4936.072904
44.0,1128,4954.152357
25.0,789,4966.558556
30.0,686,4977.349861
17.0,783,4989.83552
19.0,707,5001.156937
17.0,582,5010.157609
22.0,728,5022.129665
47.0,840,5034.472726
21.0,827,5046.710546
27.0,907,5060.798314
22.0,752,5072.338375
40.0,837,5085.622569
7.0,350,5090.664069
39.0,949,5105.053588
41.0,1002,5120.784646
53.0,1236,5140.159253
40.0,1100,5155.981721
41.0,1045,5172.249177
51.0,712,5183.980663
32.0,920,5199.385654
21.0,505,5207.680299
31.0,976,5224.00967
251.0,817,5237.189967
47.0,705,5248.92021
83.0,1129,5266.548323
22.0,642,5275.917459
40.0,1001,5291.488969
30.0,636,5301.513002
20.0,641,5311.292792
54.0,1274,5330.957883
12.0,585,5339.408366
34.0,747,5351.051318
33.0,929,5364.851435
48.0,754,5376.992925
16.0,642,5386.578397
40.0,997,5401.388772
38.0,1032,5416.846781
30.0,812,5430.251255
44.0,1217,5448.583337
92.0,1652,5474.492373
12.0,546,5482.489067
60.0,1268,5502.518876
45.0,1166,5520.424748
43.0,1067,5536.95591
28.0,1003,5552.220831
37.0,993,5566.485093
77.0,1178,5584.220149
46.0,1066,5601.21759
28.0,939,5615.62003
38.0,1144,5632.513617
22.0,671,5642.662532
86.0,1351,5663.293035
29.0,619,5673.039254
32.0,998,5688.550257
53.0,879,5701.115079
20.0,690,5712.539974
46.0,1313,5732.450418
52.0,1141,5749.300036
28.0,903,5763.101234
33.0,839,5775.426564
69.0,1281,5795.261393
39.0,873,5809.10919
40.0,1093,5825.873652
21.0,733,5837.55938
31.0,868,5850.128859
32.0,990,5865.213299
40.0,1160,5882.735944
19.0,688,5893.138639
