#{"t_start": 1511377188.8685398, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
2.0,202,340.895435
4.0,299,345.283144
4.0,299,349.848361
2.0,187,352.310249
7.0,324,358.023218
2.0,221,361.208175
2.0,203,364.583179
4.0,282,369.104451
10.0,518,377.505544
1.0,153,379.806943
5.0,346,385.454693
4.0,292,390.047492
5.0,330,395.092954
3.0,216,398.554906
5.0,325,403.503821
2.0,227,407.420833
0.0,129,409.299288
3.0,234,413.192033
5.0,348,417.983769
5.0,314,423.294929
2.0,186,425.866987
2.0,186,428.291753
6.0,341,434.087599
0.0,127,435.940448
5.0,331,440.865614
1.0,159,443.001908
4.0,325,448.75153
2.0,206,451.756612
10.0,449,459.435565
2.0,200,461.977691
3.0,231,466.015851
5.0,326,470.671427
2.0,202,474.180114
3.0,252,478.457378
3.0,269,481.609273
6.0,349,487.473698
3.0,250,491.457023
3.0,211,494.019933
1.0,159,497.056415
6.0,363,501.955991
5.0,346,507.740077
6.0,352,513.714162
10.0,453,520.57454
3.0,258,524.945417
2.0,201,527.548277
6.0,378,533.696113
4.0,301,538.229562
6.0,404,545.327999
1.0,155,547.498921
5.0,348,552.434456
4.0,284,556.689323
3.0,248,560.478184
16.0,622,570.672049
6.0,375,576.772061
3.0,257,580.652147
5.0,314,585.486538
4.0,279,589.813445
4.0,296,594.227951
1.0,155,596.548254
0.0,125,598.396747
7.0,414,604.857082
1.0,153,607.068169
0.0,127,608.976585
4.0,299,614.159336
2.0,188,616.568995
4.0,320,621.247057
9.0,471,629.101318
9.0,509,637.240778
13.0,546,645.779027
5.0,306,650.301733
7.0,413,656.730391
6.0,379,662.640811
5.0,356,668.296794
0.0,127,670.117816
15.0,556,678.892513
2.0,183,681.367705
5.0,332,687.093753
11.0,461,693.98948
5.0,330,699.711962
8.0,377,705.826786
6.0,362,710.683585
19.0,737,722.502367
2.0,203,725.282053
7.0,426,732.651733
13.0,550,741.112304
1.0,157,743.290152
7.0,433,750.083566
3.0,234,753.753312
4.0,266,757.807852
9.0,352,762.384232
3.0,248,766.392351
8.0,468,773.925598
4.0,295,778.549875
7.0,427,785.057483
16.0,559,794.410334
10.0,364,799.427253
2.0,223,803.071851
21.0,639,813.140912
5.0,327,817.969592
16.0,602,827.792566
8.0,415,834.230407
4.0,243,838.177271
4.0,266,842.238771
3.0,253,846.052691
15.0,602,855.088502
12.0,553,863.567617
5.0,301,868.970555
11.0,562,877.63779
9.0,429,884.144303
8.0,280,888.322817
7.0,380,894.277911
4.0,247,897.95415
6.0,347,903.575547
9.0,430,910.163342
5.0,330,915.05526
5.0,305,920.309412
8.0,449,926.758857
3.0,231,930.380452
10.0,508,937.539392
12.0,490,945.749115
6.0,348,951.115035
6.0,341,956.108259
4.0,247,960.213118
12.0,578,969.449355
7.0,409,975.617002
11.0,476,982.382873
13.0,544,991.078917
5.0,298,996.161052
9.0,484,1003.254555
3.0,235,1007.014364
5.0,330,1012.453875
6.0,378,1017.6125
8.0,428,1024.943338
9.0,465,1031.75092
9.0,494,1039.49201
5.0,328,1044.08669
4.0,266,1047.963814
7.0,414,1054.448522
13.0,645,1065.019178
7.0,426,1072.377677
18.0,665,1082.748488
11.0,529,1090.787941
7.0,362,1095.936586
17.0,613,1105.705895
9.0,439,1112.376228
13.0,587,1122.043936
5.0,332,1126.582927
22.0,744,1138.543031
8.0,448,1145.454986
9.0,330,1151.128516
15.0,603,1161.207545
21.0,806,1173.646561
9.0,471,1180.531377
8.0,441,1187.971225
5.0,316,1192.436617
2.0,187,1195.037066
5.0,350,1200.828337
11.0,529,1208.759573
4.0,281,1213.063205
13.0,504,1220.878631
7.0,394,1227.136188
21.0,761,1239.639787
18.0,687,1250.086606
16.0,596,1258.856673
23.0,690,1270.029882
13.0,631,1280.313265
14.0,560,1288.750631
10.0,491,1296.664254
13.0,613,1305.885714
14.0,627,1316.114607
10.0,490,1324.19506
18.0,619,1333.163297
7.0,411,1340.161685
9.0,412,1346.353665
14.0,571,1355.138068
5.0,281,1359.241683
12.0,479,1366.950255
11.0,543,1375.163466
6.0,401,1380.926512
19.0,560,1389.481194
7.0,387,1395.524822
9.0,482,1403.242629
5.0,347,1408.333421
13.0,486,1416.158421
3.0,232,1419.750653
7.0,396,1426.132116
23.0,753,1437.973598
16.0,559,1446.210292
21.0,537,1454.630831
17.0,613,1464.433325
26.0,498,1471.406037
14.0,601,1481.153111
7.0,393,1487.356357
18.0,697,1498.104208
13.0,522,1505.991806
29.0,413,1512.193518
2.0,206,1515.503777
9.0,470,1522.369203
12.0,573,1532.106854
25.0,542,1540.108932
18.0,673,1550.638641
8.0,447,1557.410847
27.0,562,1566.656292
8.0,455,1573.366964
22.0,703,1583.967994
10.0,431,1591.363951
4.0,295,1595.88166
15.0,521,1604.128386
15.0,740,1616.298737
11.0,528,1624.25468
16.0,579,1632.739419
17.0,660,1643.108876
17.0,739,1654.989536
23.0,749,1665.882162
20.0,490,1674.098395
16.0,669,1684.358823
23.0,549,1693.133719
8.0,421,1700.117052
10.0,461,1706.776315
9.0,450,1714.362856
14.0,680,1724.449351
16.0,511,1732.396995
14.0,535,1740.59233
0.0,129,1742.449568
14.0,651,1753.035876
42.0,1046,1769.254703
16.0,567,1777.986943
23.0,701,1788.548035
10.0,498,1796.500558
4.0,264,1800.647868
4.0,272,1804.719524
9.0,432,1811.152557
15.0,651,1821.127721
16.0,426,1828.396271
23.0,730,1839.44217
17.0,730,1851.104311
18.0,586,1859.798352
29.0,880,1873.616772
26.0,552,1882.063833
18.0,543,1890.299272
21.0,692,1901.816139
2.0,184,1904.095955
29.0,634,1914.046221
23.0,700,1924.638191
25.0,855,1938.282756
33.0,864,1951.192153
22.0,743,1963.236578
27.0,861,1976.812042
19.0,848,1989.684662
12.0,401,1995.895458
17.0,632,2005.802977
17.0,738,2017.274759
15.0,568,2026.151096
24.0,804,2038.42116
12.0,576,2047.804811
22.0,693,2058.863449
26.0,801,2071.188223
18.0,373,2076.918055
7.0,413,2083.228391
17.0,610,2093.192045
17.0,748,2104.213347
20.0,792,2116.417181
20.0,613,2126.084305
32.0,1039,2142.01315
35.0,740,2153.338857
32.0,593,2162.01871
24.0,765,2173.618939
24.0,548,2181.917261
29.0,710,2192.958579
22.0,802,2205.35369
53.0,726,2216.022588
41.0,1084,2233.051984
28.0,887,2247.024039
32.0,919,2261.231353
34.0,937,2275.673895
26.0,769,2287.394553
15.0,551,2295.382091
33.0,815,2307.435518
15.0,640,2317.646798
17.0,388,2323.626039
17.0,639,2333.870115
19.0,585,2342.111358
22.0,835,2355.936841
39.0,883,2370.092048
21.0,723,2380.736827
20.0,832,2394.429165
41.0,1146,2411.664744
26.0,784,2423.980531
30.0,893,2438.178733
13.0,559,2446.887469
37.0,1090,2463.861562
29.0,961,2477.796986
14.0,640,2488.330002
22.0,816,2501.786289
25.0,757,2512.809558
31.0,817,2526.038921
41.0,912,2539.960244
35.0,704,2550.679547
17.0,508,2558.952241
18.0,506,2566.742274
41.0,1048,2582.87008
28.0,608,2592.017206
22.0,779,2604.051829
28.0,822,2617.71248
34.0,897,2631.966427
15.0,442,2638.468117
32.0,911,2652.587152
28.0,725,2664.706896
32.0,867,2677.770064
21.0,871,2691.403869
19.0,782,2703.931647
19.0,832,2716.209206
11.0,536,2724.527773
28.0,644,2734.907365
38.0,1144,2752.829734
54.0,818,2765.432947
31.0,938,2780.439346
25.0,677,2790.778801
25.0,709,2801.550346
30.0,767,2813.58695
26.0,755,2825.770585
10.0,458,2832.617528
19.0,713,2844.39077
24.0,731,2854.888291
14.0,521,2863.232272
26.0,734,2874.873251
21.0,753,2886.726496
15.0,527,2894.813267
25.0,924,2909.360922
13.0,566,2917.684811
38.0,879,2931.633608
24.0,656,2941.969327
21.0,738,2953.492485
23.0,689,2964.137051
41.0,998,2980.267375
18.0,660,2990.197116
23.0,841,3003.122053
38.0,706,3014.843758
26.0,606,3023.434273
17.0,494,3031.45122
14.0,668,3042.042456
24.0,790,3054.50396
34.0,1049,3070.93791
14.0,664,3081.220707
42.0,1094,3098.674863
30.0,832,3111.227705
30.0,957,3125.533076
245.0,1116,3143.772278
36.0,545,3151.680877
34.0,987,3167.301208
31.0,894,3181.641148
27.0,679,3191.929919
46.0,1081,3208.820873
32.0,987,3224.369274
46.0,1103,3241.538087
17.0,621,3251.167454
27.0,1022,3267.917387
36.0,1098,3285.765332
10.0,439,3293.533837
2.0,204,3296.275707
24.0,776,3308.956815
29.0,841,3323.188776
62.0,656,3334.263622
41.0,1052,3351.958375
44.0,1278,3373.391726
204.0,1006,3389.409304
35.0,1034,3406.346884
33.0,977,3423.051784
29.0,733,3433.661655
42.0,955,3449.419714
41.0,909,3463.573164
24.0,799,3475.832167
37.0,799,3488.419064
33.0,718,3499.822943
18.0,643,3508.917578
42.0,1198,3528.103267
40.0,652,3538.294718
18.0,684,3548.651928
15.0,570,3556.807302
24.0,947,3572.445491
35.0,809,3584.749471
39.0,1046,3601.004931
35.0,852,3614.101591
39.0,1165,3632.438618
21.0,724,3644.102882
17.0,762,3655.639254
19.0,737,3666.626109
23.0,816,3680.09043
12.0,476,3686.74051
26.0,658,3697.076935
42.0,1034,3712.800831
28.0,1010,3728.908158
45.0,1151,3746.9467
20.0,605,3757.140736
5.0,310,3761.976052
38.0,888,3776.544461
55.0,1146,3795.582685
95.0,1376,3817.979317
36.0,941,3832.759133
38.0,1069,3850.546569
31.0,952,3866.106796
51.0,1096,3884.038038
34.0,577,3893.803043
33.0,974,3909.92521
39.0,1022,3926.836867
33.0,946,3943.571695
25.0,846,3957.298142
32.0,881,3972.104862
21.0,659,3983.088555
23.0,668,3994.309319
234.0,785,4007.28077
27.0,955,4022.806134
34.0,574,4032.800917
26.0,893,4047.793861
33.0,998,4063.722262
23.0,707,4075.98899
23.0,887,4090.147521
37.0,1053,4108.526586
25.0,889,4122.575288
7.0,351,4128.789754
29.0,918,4144.346934
18.0,522,4153.062589
40.0,967,4169.599892
24.0,906,4184.461902
31.0,986,4200.350332
22.0,510,4208.949211
14.0,586,4218.120537
16.0,591,4228.562932
26.0,856,4243.082758
60.0,1177,4262.71615
32.0,790,4275.79698
39.0,816,4289.146162
18.0,541,4297.485506
15.0,539,4306.117447
13.0,584,4315.614806
15.0,546,4323.848081
64.0,1515,4348.242877
32.0,728,4359.140799
21.0,715,4370.526592
38.0,869,4384.190917
44.0,1230,4404.120529
22.0,776,4416.611631
49.0,1220,4436.394465
65.0,1318,4457.99775
31.0,600,4467.882121
35.0,913,4483.105642
19.0,752,4495.002621
18.0,699,4505.685342
41.0,1174,4524.661667
43.0,1061,4541.784401
17.0,591,4550.789689
151.0,559,4559.214665
23.0,780,4571.00903
40.0,924,4584.732252
68.0,1380,4606.506661
30.0,891,4619.918774
20.0,726,4630.257413
31.0,887,4643.924165
11.0,398,4649.666359
28.0,896,4663.175274
36.0,822,4675.651068
25.0,659,4685.713064
65.0,881,4699.436572
66.0,783,4711.365198
24.0,767,4723.37486
28.0,960,4737.569889
38.0,1126,4755.402378
59.0,1322,4775.650799
29.0,765,4787.333408
22.0,795,4799.258316
53.0,1056,4815.390447
23.0,795,4827.445636
28.0,921,4842.545378
23.0,768,4853.686592
15.0,650,4863.67901
36.0,652,4874.188401
32.0,1004,4890.345581
20.0,752,4902.545364
5.0,315,4907.072844
11.0,507,4915.099334
30.0,842,4928.889352
23.0,838,4942.033861
31.0,981,4957.926587
18.0,630,4967.048632
23.0,794,4979.656503
21.0,843,4993.444991
34.0,949,5008.425758
33.0,893,5022.690147
44.0,955,5036.786679
57.0,1209,5056.008714
23.0,674,5066.072
31.0,935,5080.444293
28.0,799,5092.888366
22.0,602,5102.479716
26.0,553,5110.402797
36.0,1158,5128.283583
19.0,710,5138.990459
77.0,1322,5159.535344
25.0,869,5172.299598
42.0,1199,5192.656878
5.0,328,5197.650836
8.0,429,5204.412114
20.0,677,5215.41898
52.0,854,5230.368198
41.0,976,5246.229315
35.0,956,5261.094476
23.0,613,5270.725303
17.0,592,5279.391804
24.0,871,5292.976911
49.0,1044,5309.320164
57.0,1081,5325.256101
23.0,862,5338.926373
30.0,857,5351.527436
49.0,1005,5367.123399
29.0,869,5380.907379
158.0,866,5393.339605
36.0,890,5406.859591
17.0,707,5418.019959
9.0,432,5424.518014
27.0,681,5434.93351
14.0,602,5444.29029
31.0,956,5458.580553
50.0,1047,5474.898496
20.0,571,5484.016206
6.0,310,5488.264828
33.0,1106,5505.444109
89.0,1670,5531.291856
27.0,807,5544.043136
62.0,1403,5564.674804
23.0,542,5573.371046
30.0,940,5587.222251
27.0,821,5599.526371
77.0,1276,5619.209672
56.0,1493,5642.156829
6.0,344,5646.843611
17.0,577,5655.420902
34.0,902,5669.27243
35.0,1157,5687.299134
20.0,542,5695.015005
25.0,783,5707.148279
40.0,955,5722.046049
33.0,885,5735.756277
49.0,933,5749.354456
29.0,963,5763.84709
40.0,893,5777.385178
29.0,855,5790.855338
47.0,1297,5810.908308
23.0,663,5821.086353
29.0,982,5836.182136
23.0,676,5845.857628
59.0,1312,5866.555961
61.0,1432,5888.420816
