#{"t_start": 1511377188.7255213, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
12.0,525,635.535611
15.0,576,644.273146
5.0,327,649.872011
8.0,420,656.337569
7.0,388,662.355031
5.0,329,666.924447
2.0,202,670.260756
2.0,223,673.298597
9.0,473,681.12671
19.0,700,692.06914
4.0,264,696.136201
6.0,377,702.350796
2.0,223,706.171323
11.0,527,714.333696
5.0,331,719.021889
2.0,204,722.343216
6.0,346,727.219953
5.0,335,733.022768
5.0,328,737.89637
7.0,433,744.460874
12.0,589,754.019198
4.0,303,758.410074
2.0,183,761.415892
1.0,157,763.706028
5.0,352,768.474587
6.0,399,774.642438
11.0,473,782.451943
6.0,343,787.411625
7.0,250,791.556019
5.0,312,796.832957
9.0,472,803.584339
4.0,282,807.639021
10.0,495,815.981675
8.0,461,823.659894
12.0,478,830.697982
2.0,204,833.98522
8.0,431,840.473825
17.0,542,848.873407
9.0,508,856.898949
4.0,299,861.478842
5.0,290,865.563901
6.0,397,871.892062
23.0,642,882.396076
10.0,491,890.078282
10.0,395,896.139598
14.0,553,904.440528
4.0,276,908.793084
10.0,398,915.09166
6.0,373,921.044958
8.0,469,928.403098
6.0,399,934.677737
17.0,554,943.078066
6.0,355,948.113165
4.0,245,951.999699
5.0,293,956.318567
6.0,336,962.02441
9.0,352,967.611782
12.0,482,974.457457
10.0,372,980.330909
20.0,638,990.304668
19.0,681,1001.039722
7.0,342,1006.731172
22.0,736,1017.688674
8.0,408,1024.033981
12.0,552,1033.26352
8.0,425,1039.54044
5.0,274,1043.669331
9.0,470,1050.558251
8.0,296,1055.682813
17.0,672,1066.439035
6.0,347,1071.479507
4.0,261,1075.455127
11.0,365,1081.195331
12.0,611,1090.954387
5.0,290,1095.261583
1.0,157,1097.546847
8.0,387,1103.691549
1.0,173,1105.905058
12.0,447,1112.648824
17.0,660,1123.768475
15.0,460,1130.580736
7.0,375,1136.488046
10.0,361,1142.510381
5.0,288,1146.742463
5.0,297,1151.24457
15.0,437,1157.906719
11.0,529,1166.173895
24.0,731,1177.97175
7.0,452,1184.583709
9.0,456,1192.119575
3.0,236,1195.340857
8.0,424,1202.532276
13.0,652,1212.640752
16.0,612,1221.518674
7.0,396,1227.794335
19.0,590,1237.616987
11.0,484,1244.882464
13.0,612,1254.523425
14.0,635,1264.499434
10.0,529,1272.73911
6.0,304,1277.205699
8.0,469,1284.946398
13.0,493,1292.705125
1.0,174,1295.004046
16.0,631,1305.280617
11.0,551,1313.793914
2.0,201,1316.624157
6.0,319,1321.823116
11.0,526,1330.367789
22.0,702,1340.835998
30.0,956,1355.838122
10.0,484,1363.612846
12.0,496,1371.226621
5.0,331,1375.821511
17.0,694,1386.819584
14.0,556,1395.345775
2.0,198,1397.860098
5.0,324,1403.325676
13.0,597,1412.297686
18.0,592,1422.296513
16.0,647,1432.338788
14.0,597,1441.093553
15.0,685,1452.017784
13.0,470,1458.969883
21.0,696,1469.708683
4.0,242,1473.649116
16.0,574,1482.811757
17.0,668,1493.595237
14.0,578,1502.122411
30.0,854,1515.476503
6.0,347,1520.458091
25.0,792,1532.91954
10.0,480,1540.451367
13.0,590,1549.057698
12.0,427,1556.408024
15.0,583,1565.467206
24.0,630,1575.307683
25.0,670,1585.618807
4.0,253,1589.764232
3.0,228,1593.396453
13.0,314,1598.12025
10.0,512,1606.225435
7.0,391,1612.520749
10.0,490,1620.216535
17.0,758,1631.307477
20.0,650,1641.529596
33.0,917,1655.885459
23.0,673,1666.970503
25.0,640,1676.478486
25.0,732,1688.514042
19.0,717,1700.020104
7.0,248,1702.969879
28.0,842,1716.721581
9.0,444,1723.189537
10.0,483,1730.695636
17.0,599,1739.565875
16.0,584,1749.138983
8.0,394,1755.425489
32.0,897,1769.490721
12.0,482,1776.336014
18.0,605,1786.330201
20.0,691,1796.953787
15.0,555,1806.175521
24.0,522,1813.35394
13.0,635,1823.623641
30.0,774,1835.742195
21.0,639,1845.51685
18.0,680,1856.15235
36.0,963,1871.594069
21.0,740,1882.521661
15.0,586,1891.926824
12.0,563,1900.546396
16.0,659,1910.684295
13.0,469,1918.220006
6.0,340,1923.11774
28.0,795,1935.426864
20.0,759,1947.378608
23.0,760,1959.249842
28.0,1030,1975.407667
14.0,576,1983.95103
38.0,943,1999.544776
29.0,837,2012.121964
21.0,669,2022.291168
31.0,540,2030.634375
15.0,613,2040.310633
9.0,496,2048.186461
10.0,492,2056.166467
11.0,271,2060.555583
18.0,512,2067.74183
18.0,755,2079.441884
18.0,682,2090.414843
13.0,481,2098.028783
46.0,799,2110.153391
21.0,615,2119.80283
24.0,647,2130.183128
15.0,549,2138.06839
22.0,614,2147.296592
23.0,558,2155.831714
24.0,732,2166.969802
37.0,810,2179.308921
29.0,841,2191.694614
242.0,991,2207.596771
26.0,620,2217.079346
43.0,908,2230.61786
18.0,402,2236.796098
29.0,808,2249.39038
8.0,442,2255.905502
23.0,729,2267.42322
14.0,511,2275.487584
26.0,668,2285.576408
30.0,920,2299.347314
23.0,761,2310.796501
41.0,1023,2327.211568
39.0,1098,2344.003844
28.0,624,2353.895271
41.0,692,2364.682237
18.0,645,2374.622464
10.0,433,2381.006741
20.0,641,2391.356045
31.0,932,2405.810632
239.0,931,2420.715775
43.0,671,2431.423045
27.0,623,2440.293797
20.0,679,2451.260455
16.0,454,2457.892805
13.0,570,2466.538432
19.0,750,2477.686005
26.0,697,2488.715401
32.0,730,2500.566608
24.0,716,2511.703411
9.0,455,2518.454226
31.0,693,2528.782623
30.0,947,2544.002313
23.0,657,2554.546522
15.0,506,2561.804686
52.0,1192,2580.851094
16.0,636,2591.067153
16.0,662,2601.008064
39.0,1008,2616.599058
34.0,949,2632.145428
28.0,840,2644.778965
20.0,815,2657.590547
21.0,734,2669.627476
42.0,1180,2687.959691
11.0,496,2695.902506
16.0,720,2706.654141
12.0,445,2713.827597
17.0,652,2723.905788
23.0,761,2736.163588
42.0,1026,2751.114322
17.0,491,2759.191007
42.0,872,2772.93794
20.0,720,2783.436461
49.0,972,2799.362998
17.0,819,2811.844784
30.0,783,2824.315088
17.0,549,2832.794883
22.0,693,2844.363028
12.0,304,2848.506482
20.0,649,2858.539454
41.0,1085,2875.519743
25.0,810,2887.672924
13.0,567,2897.209824
24.0,771,2909.311533
8.0,394,2915.29665
19.0,704,2925.814055
11.0,505,2933.636862
34.0,752,2945.677598
24.0,749,2956.698348
32.0,774,2969.129853
13.0,430,2976.347162
11.0,493,2983.173352
9.0,488,2990.848928
31.0,920,3005.482064
23.0,701,3016.915335
21.0,617,3025.951129
18.0,640,3036.118003
29.0,941,3050.919953
24.0,768,3062.793432
29.0,813,3075.449998
17.0,608,3085.392053
13.0,573,3093.492092
15.0,606,3103.506244
24.0,779,3115.271098
31.0,948,3129.946478
22.0,762,3141.988079
33.0,1009,3157.715341
38.0,1060,3174.177379
16.0,583,3183.742625
21.0,646,3193.713287
23.0,725,3204.66844
18.0,615,3214.541725
39.0,1061,3230.965065
41.0,1049,3247.459815
39.0,963,3262.19905
20.0,699,3274.51371
32.0,672,3285.165548
17.0,686,3296.485841
23.0,480,3304.589925
36.0,917,3319.709297
24.0,788,3332.761908
20.0,466,3340.853072
42.0,651,3351.007798
18.0,734,3363.506623
23.0,450,3371.337907
12.0,559,3380.080968
34.0,1097,3397.961803
36.0,794,3410.940816
26.0,785,3423.748308
28.0,956,3438.943482
30.0,740,3450.233654
44.0,1167,3468.443989
38.0,698,3479.711125
29.0,942,3494.643836
20.0,807,3506.884117
31.0,837,3520.168246
60.0,1006,3535.121053
38.0,1036,3551.131482
17.0,479,3558.802914
41.0,1079,3575.255598
14.0,495,3583.095299
28.0,851,3596.640574
12.0,544,3605.450745
25.0,662,3615.478391
19.0,727,3626.353206
23.0,551,3635.513739
43.0,1183,3653.534205
22.0,620,3662.863658
1.0,159,3665.727908
2.0,223,3668.717274
0.0,129,3670.713475
41.0,983,3686.224691
35.0,586,3695.002433
13.0,559,3703.33273
44.0,1148,3721.182212
56.0,1098,3738.392051
17.0,647,3748.769515
3.0,256,3752.733809
6.0,382,3758.335118
44.0,1114,3777.038267
28.0,912,3791.945881
41.0,903,3807.114011
37.0,816,3820.364891
26.0,836,3833.948974
17.0,705,3845.075628
41.0,1161,3864.249834
38.0,874,3878.66238
34.0,932,3894.00526
19.0,640,3904.931777
29.0,947,3920.161914
54.0,1057,3937.991625
14.0,642,3948.904186
48.0,990,3965.734745
40.0,847,3979.39568
34.0,857,3994.313575
36.0,1047,4011.531766
24.0,888,4026.584398
35.0,1100,4044.395874
37.0,1121,4063.416665
23.0,699,4074.74214
44.0,1205,4095.628721
41.0,1116,4113.747955
25.0,765,4126.748855
22.0,656,4137.740935
32.0,764,4150.727802
44.0,1197,4170.57694
19.0,572,4180.249803
10.0,444,4187.072079
10.0,471,4194.36379
47.0,1293,4216.153217
41.0,1123,4235.327147
26.0,711,4247.413451
56.0,807,4260.736457
17.0,702,4271.949569
250.0,1015,4289.219639
30.0,961,4304.199043
19.0,707,4315.904244
47.0,1184,4334.456204
51.0,880,4348.56791
21.0,901,4362.572801
41.0,1236,4381.887581
62.0,1262,4402.259876
48.0,835,4415.321848
29.0,1056,4432.541687
18.0,668,4444.269325
37.0,900,4458.33196
22.0,814,4472.222739
12.0,546,4480.864006
22.0,705,4491.768657
47.0,1064,4508.703342
31.0,829,4522.596351
51.0,1185,4541.568016
14.0,572,4549.697599
17.0,678,4560.917101
30.0,639,4569.751885
25.0,772,4581.413105
38.0,1030,4596.874677
50.0,766,4608.925515
44.0,982,4623.965776
47.0,769,4635.538301
56.0,1131,4652.351938
41.0,997,4667.471817
27.0,829,4679.966354
25.0,815,4693.077948
29.0,927,4707.082634
21.0,615,4716.219439
28.0,1011,4731.601948
20.0,589,4740.948201
60.0,1487,4763.604272
41.0,1275,4783.340431
44.0,1077,4799.772792
47.0,873,4813.333112
27.0,924,4827.333776
26.0,827,4840.803828
29.0,1058,4856.915742
0.0,129,4858.93675
1.0,157,4861.096074
33.0,1063,4877.915815
32.0,819,4890.771521
12.0,474,4898.700595
39.0,797,4911.142882
39.0,947,4925.967268
26.0,527,4934.156176
42.0,1033,4950.740559
43.0,1062,4967.256252
24.0,926,4982.985536
16.0,685,4993.395693
10.0,354,4998.363709
13.0,598,5008.09562
52.0,1114,5026.047408
40.0,1076,5042.300951
23.0,703,5052.610989
35.0,900,5066.573114
33.0,919,5080.718129
11.0,590,5090.259588
9.0,501,5098.164876
48.0,1144,5115.08635
37.0,951,5130.002117
33.0,989,5144.763696
27.0,918,5158.584602
20.0,702,5169.609948
33.0,946,5184.722264
33.0,939,5200.06338
7.0,379,5206.335422
56.0,1055,5224.241797
27.0,881,5238.80107
41.0,945,5253.597787
19.0,762,5265.408118
43.0,1085,5283.062043
11.0,580,5291.301272
22.0,778,5303.457717
255.0,834,5315.821087
50.0,1224,5335.218391
49.0,1208,5353.38244
55.0,1110,5370.582195
10.0,463,5377.383668
26.0,821,5389.260937
18.0,538,5398.131544
39.0,1152,5415.081883
22.0,723,5426.86938
35.0,1128,5444.184373
19.0,698,5454.60213
24.0,797,5466.731907
17.0,653,5476.932637
21.0,835,5489.926441
9.0,429,5496.476469
38.0,1096,5513.243869
51.0,1224,5532.612845
36.0,912,5546.161961
18.0,528,5554.103551
65.0,899,5567.657198
52.0,1297,5587.173293
39.0,1064,5603.403804
12.0,534,5611.460811
18.0,570,5619.861165
52.0,1088,5636.615925
25.0,634,5646.185066
1.0,157,5648.440359
4.0,245,5651.288931
26.0,752,5663.222533
23.0,731,5674.775856
34.0,968,5689.173692
60.0,1045,5705.187978
38.0,860,5718.642149
48.0,1282,5738.160597
16.0,676,5747.856399
18.0,738,5759.310546
22.0,914,5773.131575
27.0,808,5785.073415
33.0,912,5799.303597
35.0,1046,5815.558577
18.0,764,5827.437975
23.0,577,5836.204005
15.0,668,5845.827807
47.0,1157,5863.604673
38.0,1027,5878.918482
14.0,545,5887.406338
23.0,781,5898.925451
