#{"t_start": 1511377188.7356193, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
23.0,576,3085.752121
14.0,503,3093.261058
10.0,444,3100.75558
27.0,702,3111.329575
22.0,731,3122.617507
40.0,735,3133.797199
29.0,757,3145.816096
21.0,626,3155.577154
21.0,773,3167.463582
29.0,860,3180.563357
19.0,650,3190.708184
38.0,1042,3207.107694
44.0,721,3218.53463
22.0,657,3228.93669
22.0,798,3241.390388
8.0,414,3247.589252
39.0,984,3263.347499
18.0,608,3273.150186
28.0,822,3287.129076
24.0,495,3294.670158
26.0,556,3304.317084
27.0,680,3315.33032
21.0,862,3329.742376
22.0,517,3337.914513
29.0,846,3352.423446
26.0,779,3365.415845
18.0,455,3372.467427
23.0,646,3383.222378
46.0,862,3397.622715
17.0,623,3407.771921
11.0,527,3416.493546
28.0,710,3427.420135
38.0,577,3436.851641
21.0,860,3449.967373
35.0,1032,3466.024862
40.0,967,3481.807557
34.0,770,3493.207334
26.0,800,3505.95512
26.0,861,3518.705637
30.0,959,3534.238658
15.0,646,3544.197183
22.0,741,3554.967367
28.0,830,3568.335854
38.0,854,3581.318662
23.0,566,3589.459621
26.0,648,3599.853305
34.0,1040,3616.270419
18.0,410,3623.47792
375.0,939,3638.080435
23.0,721,3648.39723
14.0,626,3658.181277
13.0,503,3666.097282
4.0,302,3670.776172
44.0,890,3684.622009
49.0,1100,3701.472314
57.0,1287,3721.370785
21.0,785,3733.421044
27.0,728,3744.826813
21.0,637,3755.572226
31.0,639,3766.063894
39.0,953,3781.582311
56.0,1234,3802.305382
10.0,505,3809.771906
29.0,817,3823.545509
22.0,761,3835.88271
22.0,525,3844.208931
165.0,971,3859.725457
55.0,989,3876.248976
70.0,1058,3893.849708
28.0,1022,3911.281606
40.0,954,3926.666886
24.0,696,3938.164555
14.0,513,3946.648712
34.0,897,3962.045743
15.0,570,3971.834955
50.0,1095,3989.97062
27.0,951,4005.472504
16.0,512,4014.128461
5.0,316,4019.571926
28.0,846,4033.469869
22.0,546,4042.224523
30.0,869,4056.970129
25.0,782,4069.87811
28.0,936,4085.58709
70.0,1426,4109.284312
17.0,715,4121.556421
12.0,584,4131.180858
46.0,808,4144.613616
18.0,632,4155.248742
22.0,610,4165.585028
21.0,778,4178.395083
10.0,372,4183.726739
13.0,573,4193.595701
10.0,467,4200.831141
11.0,399,4207.214494
22.0,782,4220.207977
30.0,729,4232.826383
20.0,715,4244.39743
50.0,943,4260.667495
35.0,993,4276.758203
35.0,614,4287.224221
23.0,794,4299.962814
30.0,1029,4316.288439
41.0,1212,4335.111196
45.0,851,4348.950883
11.0,555,4357.271993
25.0,873,4371.296971
41.0,1115,4389.372076
41.0,993,4404.745214
25.0,731,4416.880345
29.0,904,4431.666528
26.0,684,4442.452971
46.0,906,4457.599174
14.0,606,4467.507055
13.0,559,4476.772132
15.0,502,4484.890675
15.0,593,4493.577028
26.0,856,4507.508715
12.0,535,4516.24302
39.0,1142,4534.878673
35.0,1152,4551.670689
17.0,571,4561.282131
41.0,940,4575.113021
22.0,871,4588.48288
14.0,575,4596.710292
22.0,639,4606.910413
14.0,568,4614.98252
19.0,778,4626.787384
35.0,882,4640.10622
53.0,1184,4658.065976
34.0,1041,4673.879911
27.0,727,4685.363606
31.0,996,4700.866923
41.0,1036,4717.015112
0.0,129,4718.023949
18.0,710,4729.282739
16.0,616,4738.731897
23.0,536,4746.907791
38.0,1102,4763.426357
32.0,842,4776.957809
35.0,995,4791.410955
39.0,1010,4807.132589
36.0,1017,4822.947241
38.0,1052,4839.243807
25.0,868,4852.930158
35.0,861,4865.98416
47.0,1029,4882.248868
55.0,1091,4900.39649
16.0,648,4910.412359
38.0,969,4925.66506
38.0,988,4941.728626
40.0,1150,4959.963543
39.0,704,4970.992496
34.0,1103,4988.155882
31.0,907,5002.489763
14.0,490,5010.379614
29.0,895,5024.602624
36.0,869,5037.981176
46.0,732,5048.761156
27.0,978,5064.125677
30.0,1098,5080.754814
7.0,335,5086.103089
29.0,565,5094.879304
19.0,733,5106.414344
47.0,981,5120.953944
77.0,1233,5140.303293
41.0,1106,5156.174736
32.0,901,5170.140236
21.0,795,5182.549092
22.0,762,5195.580851
20.0,732,5207.975509
27.0,999,5224.535384
43.0,870,5238.990865
43.0,861,5253.0205
38.0,832,5265.457316
28.0,876,5279.300968
42.0,700,5289.782316
53.0,1264,5309.653378
32.0,953,5323.709028
42.0,1095,5341.162637
61.0,1480,5363.340672
27.0,568,5372.411205
44.0,940,5386.766192
54.0,1107,5403.235222
30.0,953,5418.073427
18.0,481,5425.30513
22.0,676,5436.252683
63.0,1365,5456.524462
25.0,938,5471.250274
26.0,840,5484.361525
30.0,846,5497.270683
17.0,557,5506.43838
28.0,977,5520.777321
52.0,1008,5536.765601
57.0,1241,5555.021702
35.0,999,5570.355935
54.0,1343,5590.364839
61.0,1220,5609.46487
58.0,1199,5627.480976
36.0,1036,5642.994293
6.0,316,5647.473881
30.0,900,5661.562139
23.0,611,5670.938411
28.0,842,5684.212511
48.0,1088,5700.539899
28.0,821,5713.142368
56.0,1053,5728.720446
42.0,828,5741.68315
37.0,962,5755.876723
7.0,363,5761.352751
22.0,780,5773.282707
33.0,766,5784.852678
147.0,1007,5799.86168
24.0,838,5813.245646
43.0,1024,5829.632512
20.0,665,5839.484726
30.0,946,5853.690298
51.0,1255,5872.728082
48.0,1117,5889.4252
31.0,759,5900.920252
