#{"t_start": 1511377188.7630994, "env_id": "BreakoutNoFrameskip-v4", "gym_version": "0.9.3"}
r,l,t
2.0,222,468.729455
1.0,157,471.182606
5.0,352,476.802586
5.0,347,482.645451
3.0,272,486.976758
3.0,230,489.844652
5.0,309,495.030456
0.0,125,496.05913
5.0,346,501.714384
4.0,282,506.135659
6.0,399,512.486488
1.0,157,514.68157
2.0,204,518.405451
6.0,349,523.618987
1.0,175,526.749776
5.0,330,531.68974
1.0,157,533.825553
14.0,586,543.637704
5.0,306,548.058078
3.0,238,551.962345
13.0,565,560.43102
5.0,291,564.719334
8.0,429,571.406258
1.0,155,574.337076
2.0,187,577.08985
8.0,461,584.092538
7.0,363,590.013779
8.0,499,598.099278
8.0,434,604.765646
5.0,330,610.274632
5.0,310,614.798644
1.0,157,616.907618
1.0,157,618.967477
4.0,281,623.343612
5.0,291,627.936573
4.0,278,632.747403
7.0,447,639.610272
5.0,309,644.209222
10.0,478,652.000812
7.0,379,658.101956
18.0,604,666.986959
11.0,501,674.938939
1.0,175,677.243849
5.0,281,681.703713
6.0,398,688.07311
5.0,332,693.729535
6.0,362,699.758203
2.0,190,702.258577
1.0,157,704.461282
5.0,319,709.867587
5.0,345,714.784438
6.0,381,720.680329
6.0,359,726.506987
5.0,326,731.329712
7.0,372,737.300694
13.0,533,745.8151
5.0,310,750.36647
8.0,438,757.569572
6.0,365,762.298723
4.0,264,766.435174
6.0,365,772.303065
7.0,423,778.846328
6.0,397,785.058759
10.0,457,792.729946
9.0,403,798.858133
11.0,391,804.843786
6.0,379,810.899469
5.0,320,815.636143
5.0,332,820.177675
7.0,376,826.310877
1.0,155,828.740633
5.0,317,833.927386
5.0,315,838.592043
4.0,271,842.727787
9.0,487,850.374634
5.0,323,855.122673
14.0,574,864.60292
6.0,343,869.617964
10.0,378,875.758644
10.0,380,881.833559
3.0,234,885.448378
7.0,378,890.565538
10.0,525,898.556632
20.0,706,910.233764
9.0,514,918.288765
7.0,405,924.550339
14.0,583,933.41661
10.0,511,941.363318
6.0,326,946.217836
11.0,595,955.798661
11.0,426,962.337998
8.0,424,968.602501
10.0,519,976.54826
14.0,499,984.670944
5.0,313,989.770355
8.0,457,996.677634
9.0,445,1003.435864
25.0,774,1015.373325
5.0,334,1020.986108
14.0,620,1031.124339
5.0,303,1035.42261
7.0,372,1041.180822
5.0,280,1045.380985
5.0,274,1049.440831
5.0,314,1054.073768
10.0,491,1062.044173
19.0,770,1074.535367
9.0,443,1081.155733
4.0,266,1085.30762
19.0,667,1095.658492
1.0,173,1097.927166
12.0,616,1107.830968
17.0,607,1117.826089
4.0,262,1121.83217
9.0,519,1129.913673
4.0,305,1134.386454
7.0,410,1140.763134
3.0,220,1144.447556
22.0,438,1151.112045
22.0,631,1161.487284
12.0,549,1169.793239
21.0,799,1182.211216
8.0,297,1186.785784
14.0,521,1194.91284
17.0,662,1205.121485
8.0,421,1211.403798
12.0,610,1221.160815
9.0,312,1225.852593
6.0,343,1231.465575
7.0,402,1237.878703
19.0,753,1249.953849
17.0,601,1258.769306
8.0,451,1266.19637
10.0,507,1274.168512
15.0,705,1285.121114
8.0,420,1291.379003
3.0,210,1294.811399
12.0,621,1304.169338
1.0,171,1307.237406
10.0,356,1312.391496
14.0,577,1321.865257
15.0,688,1332.639149
9.0,474,1340.23965
5.0,295,1344.611903
42.0,925,1359.055324
12.0,574,1367.693325
5.0,301,1372.680786
9.0,502,1379.475797
10.0,532,1387.784737
15.0,561,1397.054449
4.0,267,1401.092834
13.0,536,1409.639193
16.0,595,1418.398351
19.0,686,1429.403233
11.0,503,1437.07088
12.0,652,1447.123244
13.0,354,1452.635275
20.0,683,1463.306037
11.0,558,1471.686108
4.0,246,1475.600529
15.0,686,1486.230642
15.0,599,1495.921791
17.0,618,1505.639809
16.0,565,1513.964659
24.0,755,1526.217731
12.0,498,1534.064125
8.0,427,1540.271008
13.0,626,1550.15554
7.0,418,1556.585595
23.0,698,1567.371232
13.0,621,1577.386795
13.0,469,1584.034108
5.0,303,1589.254356
3.0,219,1592.206672
10.0,373,1598.256836
9.0,455,1605.786158
12.0,421,1612.404662
14.0,528,1620.46464
243.0,942,1634.97765
27.0,707,1645.609802
26.0,773,1657.780921
21.0,687,1669.394732
8.0,409,1675.631611
27.0,821,1688.456369
20.0,670,1698.638966
3.0,275,1702.706125
25.0,550,1711.063278
33.0,889,1725.108324
28.0,725,1736.522225
14.0,529,1744.832045
32.0,833,1757.898029
19.0,603,1767.531057
20.0,681,1778.138286
29.0,662,1788.311173
15.0,534,1796.60428
5.0,284,1800.951705
2.0,224,1804.58444
20.0,693,1814.862856
13.0,588,1824.754551
18.0,773,1837.039014
17.0,644,1845.865629
24.0,869,1859.872454
14.0,588,1869.574339
32.0,818,1881.790616
31.0,763,1893.756281
17.0,579,1902.601655
4.0,250,1906.3181
12.0,567,1914.989379
18.0,782,1927.363195
20.0,615,1936.902787
32.0,890,1950.765516
15.0,624,1960.9805
33.0,571,1969.433079
35.0,931,1983.655467
10.0,362,1989.490928
7.0,382,1995.564452
11.0,490,2003.193575
25.0,918,2017.247283
14.0,520,2025.676509
10.0,562,2034.023968
6.0,349,2038.810623
16.0,626,2048.648202
5.0,295,2053.230247
25.0,517,2061.43639
10.0,475,2069.125082
19.0,701,2079.527005
15.0,588,2089.248
14.0,644,2099.501694
17.0,718,2110.139656
12.0,553,2118.488096
22.0,778,2130.765079
22.0,892,2144.167333
13.0,368,2149.960648
31.0,835,2162.277586
43.0,1177,2181.037612
33.0,918,2195.195111
33.0,913,2209.191702
23.0,927,2223.136957
36.0,1014,2238.540305
45.0,1111,2255.781263
25.0,839,2269.085637
23.0,604,2277.957765
32.0,1082,2294.904244
35.0,974,2309.09233
19.0,674,2319.751585
35.0,816,2332.479401
23.0,767,2344.324781
9.0,426,2351.610077
26.0,893,2365.014904
19.0,690,2376.31327
0.0,129,2378.185693
12.0,610,2387.069497
35.0,897,2401.468031
18.0,674,2411.592026
24.0,702,2423.18116
35.0,1026,2439.329432
14.0,496,2445.909356
33.0,759,2458.005405
25.0,825,2470.504309
44.0,1120,2488.271538
26.0,791,2500.700008
35.0,1110,2518.030655
26.0,744,2528.939616
37.0,987,2544.798949
25.0,605,2554.610348
17.0,402,2560.860017
38.0,1191,2579.174982
59.0,1161,2597.4819
43.0,1238,2616.684628
15.0,443,2624.203659
30.0,902,2638.283791
17.0,743,2649.306779
22.0,796,2662.877483
14.0,527,2670.993408
37.0,897,2684.157096
28.0,699,2695.770531
31.0,806,2708.179218
4.0,280,2712.03323
13.0,497,2719.916694
26.0,800,2732.367083
49.0,1263,2752.295026
26.0,698,2762.993908
32.0,890,2776.780258
18.0,761,2788.837465
19.0,669,2799.277227
31.0,973,2814.026579
19.0,607,2823.901406
11.0,401,2830.115654
18.0,514,2838.482364
47.0,1197,2856.877596
28.0,1060,2873.361972
16.0,659,2883.667677
18.0,607,2893.138003
15.0,552,2901.769958
20.0,699,2912.940583
9.0,455,2919.523573
20.0,698,2930.269585
26.0,716,2941.895479
32.0,653,2951.773871
29.0,993,2967.237191
45.0,808,2980.472666
15.0,701,2990.778445
11.0,486,2998.520482
33.0,935,3013.476137
15.0,617,3022.961615
6.0,351,3027.885407
33.0,816,3041.62837
30.0,819,3054.329633
28.0,1061,3070.80439
18.0,636,3080.880163
20.0,768,3092.627576
17.0,615,3101.572308
13.0,570,3111.017409
30.0,860,3123.692835
20.0,680,3134.972347
11.0,567,3143.754926
51.0,1283,3163.584775
18.0,545,3171.918346
20.0,796,3184.302505
23.0,961,3198.907055
37.0,964,3214.640682
26.0,993,3230.448049
12.0,446,3237.063558
15.0,386,3243.087594
17.0,626,3252.927062
59.0,1448,3276.480565
29.0,734,3288.017476
10.0,455,3295.969795
36.0,642,3306.772775
54.0,1077,3324.156122
25.0,836,3338.789725
37.0,1114,3357.090155
36.0,584,3366.945149
19.0,756,3378.784935
38.0,1113,3397.615879
43.0,1032,3414.334408
43.0,648,3425.122255
32.0,921,3439.215963
32.0,814,3451.96821
34.0,652,3462.181205
33.0,1030,3478.12294
47.0,1208,3497.012059
41.0,984,3512.453741
46.0,816,3524.81036
314.0,1344,3546.575588
13.0,544,3554.487987
35.0,868,3568.18889
35.0,972,3582.973783
26.0,660,3593.196997
14.0,617,3603.020582
25.0,451,3609.730537
40.0,1132,3627.707968
36.0,755,3639.791168
22.0,652,3649.810254
18.0,599,3658.352572
14.0,610,3668.084829
0.0,129,3670.310982
15.0,671,3680.461395
60.0,1402,3702.558306
54.0,1253,3721.397213
38.0,993,3736.89853
25.0,945,3751.616307
34.0,592,3762.043801
56.0,1174,3781.341711
34.0,1064,3798.670401
37.0,1002,3815.494564
42.0,988,3830.753999
37.0,960,3846.730279
39.0,1033,3863.836911
30.0,752,3876.082495
23.0,747,3888.018698
45.0,1187,3907.740281
17.0,566,3917.821564
48.0,1065,3935.578194
34.0,692,3946.688509
51.0,1158,3966.284493
19.0,711,3978.612479
38.0,769,3991.55044
35.0,897,4005.717509
30.0,816,4019.994177
27.0,897,4035.01105
48.0,1170,4054.634724
31.0,952,4070.027535
25.0,766,4082.933558
29.0,912,4098.341289
33.0,1014,4115.276335
22.0,749,4127.262082
16.0,545,4136.952658
33.0,778,4150.180937
28.0,887,4164.312599
13.0,573,4174.197993
27.0,888,4188.857659
26.0,555,4198.00629
29.0,869,4211.77144
8.0,430,4219.376081
0.0,129,4221.421412
28.0,833,4235.199742
25.0,984,4251.746764
30.0,817,4265.216918
50.0,1369,4287.778705
28.0,845,4301.78477
35.0,936,4316.384708
14.0,502,4324.193165
29.0,682,4334.806024
42.0,1166,4353.352729
47.0,1291,4373.714357
8.0,360,4379.641688
38.0,990,4395.556271
63.0,1358,4417.27002
7.0,388,4423.431509
26.0,763,4435.818884
32.0,972,4451.51315
18.0,473,4459.571801
26.0,837,4472.885619
40.0,860,4487.148407
38.0,996,4503.253731
17.0,751,4514.836802
12.0,546,4523.30299
16.0,669,4534.85089
35.0,956,4549.233548
29.0,667,4559.366054
14.0,594,4568.835813
48.0,1136,4585.26474
144.0,1058,4602.03699
51.0,948,4616.241311
38.0,947,4630.151884
28.0,975,4645.546264
74.0,1311,4665.196492
31.0,1004,4680.032622
33.0,732,4691.610721
19.0,661,4701.528453
16.0,707,4712.852667
24.0,821,4725.27411
33.0,957,4739.458563
20.0,615,4749.46533
36.0,807,4761.520435
42.0,906,4775.560949
32.0,902,4789.241772
43.0,1046,4805.063051
41.0,1256,4824.725457
31.0,857,4837.394917
45.0,787,4849.700933
25.0,696,4861.017099
1.0,157,4863.128067
47.0,1261,4883.501602
26.0,807,4896.351226
15.0,561,4905.036816
31.0,924,4919.463573
40.0,1185,4938.561278
31.0,1135,4956.693542
49.0,1037,4973.072475
16.0,605,4983.140554
17.0,663,4993.337503
36.0,946,5008.188168
33.0,956,5023.124631
11.0,541,5031.762149
42.0,1089,5048.32143
37.0,1011,5063.969034
25.0,715,5074.602274
24.0,859,5088.284969
15.0,638,5098.255205
29.0,947,5112.482908
48.0,1142,5130.032849
47.0,1238,5148.462668
37.0,821,5161.438514
40.0,878,5174.387092
27.0,932,5190.551062
15.0,566,5199.509024
9.0,463,5206.594293
37.0,1071,5225.525628
37.0,1130,5243.383353
59.0,1187,5262.811719
30.0,466,5269.375233
46.0,909,5283.569718
43.0,926,5297.595935
46.0,1050,5313.568001
57.0,1394,5335.511182
45.0,1178,5353.419453
39.0,1101,5370.494825
41.0,962,5384.875673
55.0,1225,5403.331206
29.0,942,5418.085275
22.0,633,5428.318234
17.0,583,5436.767308
92.0,1655,5462.075202
54.0,751,5474.240405
34.0,732,5484.850405
12.0,517,5492.758563
60.0,1120,5510.741686
27.0,688,5520.771879
33.0,1020,5536.856787
41.0,871,5550.196135
25.0,645,5559.761891
42.0,1015,5574.5528
51.0,1309,5594.396401
45.0,1069,5611.135679
45.0,1055,5627.082407
22.0,732,5637.403312
50.0,790,5650.213386
29.0,743,5661.293881
29.0,640,5670.954101
69.0,1303,5690.82045
39.0,914,5704.957308
29.0,950,5720.001274
88.0,1525,5742.268694
42.0,1253,5761.50002
27.0,849,5774.739365
26.0,808,5786.733253
44.0,901,5800.850408
43.0,1038,5817.13325
69.0,1105,5834.033823
28.0,842,5846.938849
45.0,1130,5863.674334
55.0,1229,5882.530605
38.0,689,5892.881139
